path,duration_s,note_count,note_density,pitch_min,pitch_max,pitch_range,avg_pitch,avg_velocity,avg_note_dur_s,pc_entropy,n_instruments,filename,makam,tradition
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_022_beyati_agirsemai.mid,239.85,371,1.547,67,84,17,74.5,96.0,0.629,2.9478,1,symbtr_022_beyati_agirsemai.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_023_hicazbuselik_kupe.mid,71.85,101,1.406,68,79,11,73.4,96.0,0.693,3.0713,1,symbtr_023_hicazbuselik_kupe.mid,hicazbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_024_mahur_agirsemai.mid,98.98,249,2.516,66,84,18,75.6,96.0,0.37,2.9568,1,symbtr_024_mahur_agirsemai.mid,mahur,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_025_rahatfeza_kupe.mid,59.97,93,1.551,66,82,16,74.4,96.0,0.617,2.8954,1,symbtr_025_rahatfeza_kupe.mid,rahatfeza,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_026_tahir_turku.mid,178.37,572,3.207,67,84,17,75.3,95.7,0.301,2.7351,1,symbtr_026_tahir_turku.mid,tahir,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_027_gerdaniye_turku.mid,100.01,294,2.94,67,84,17,73.6,96.0,0.325,2.625,1,symbtr_027_gerdaniye_turku.mid,gerdaniye,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_028_beyati_sazsemaisi.mid,253.92,619,2.438,67,84,17,73.9,96.0,0.374,2.7568,1,symbtr_028_beyati_sazsemaisi.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_029_segah_aranagme.mid,31.95,70,2.191,67,81,14,74.5,96.0,0.434,2.5628,1,symbtr_029_segah_aranagme.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_030_saba_aranagme.mid,39.92,90,2.255,69,84,15,75.4,96.0,0.422,2.9287,1,symbtr_030_saba_aranagme.mid,saba,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_031_rehavi_beste.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_031_rehavi_beste.mid,rehavi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_032_yegah_agirsemai.mid,252.7,548,2.169,62,84,22,73.5,95.6,0.441,2.9346,1,symbtr_032_yegah_agirsemai.mid,yegah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_033_beyatibuselik_kupe.mid,71.85,96,1.336,68,81,13,74.2,96.0,0.729,2.8572,1,symbtr_033_beyatibuselik_kupe.mid,beyatibuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_034_yeni_cargah_destan.mid,120.84,242,2.003,67,82,15,74.9,96.0,0.474,2.8472,1,symbtr_034_yeni_cargah_destan.mid,yeni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_035_sedaraban_sarki.mid,125.42,334,2.663,62,84,22,73.2,96.0,0.365,2.8822,1,symbtr_035_sedaraban_sarki.mid,sedaraban,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_036_sivenuma_beste.mid,111.9,194,1.734,62,86,24,72.9,96.0,0.554,3.1302,1,symbtr_036_sivenuma_beste.mid,sivenuma,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_037_nisaburek_sarki.mid,278.45,591,2.122,69,86,17,75.0,96.0,0.428,2.969,1,symbtr_037_nisaburek_sarki.mid,nisaburek,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_038_sazkar_agirsemai.mid,129.41,301,2.326,62,81,19,72.3,96.0,0.419,3.0401,1,symbtr_038_sazkar_agirsemai.mid,sazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_039_buselik_agirsemai.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_039_buselik_agirsemai.mid,buselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_040_suzidil_kupe.mid,46.97,97,2.065,64,84,20,73.6,96.0,0.471,2.7426,1,symbtr_040_suzidil_kupe.mid,suzidil,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_041_hicazkarkurdi_seyir.mid,47.92,69,1.44,67,84,17,77.2,96.0,0.661,2.7287,1,symbtr_041_hicazkarkurdi_seyir.mid,hicazkarkurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_042_yegah_sarki.mid,224.65,314,1.398,61,84,23,72.0,89.3,0.685,2.8599,1,symbtr_042_yegah_sarki.mid,yegah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_043_acemkurdi_aranagme.mid,73.77,128,1.735,67,82,15,74.3,95.8,0.548,2.7962,1,symbtr_043_acemkurdi_aranagme.mid,acemkurdi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_044_ussak_pesrev.mid,138.89,298,2.146,67,83,16,72.7,96.0,0.443,2.8066,1,symbtr_044_ussak_pesrev.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_045_nihavent_sarki.mid,174.56,326,1.868,67,82,15,74.0,96.0,0.511,2.683,1,symbtr_045_nihavent_sarki.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_046_nihavent_sarki.mid,259.23,520,2.006,66,84,18,74.0,96.0,0.477,3.0523,1,symbtr_046_nihavent_sarki.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_047_hisarbuselik_aranagme.mid,39.92,82,2.054,64,81,17,71.3,95.0,0.43,2.8271,1,symbtr_047_hisarbuselik_aranagme.mid,hisarbuselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_048_suzinak_zirgule_sarki.mid,144.93,394,2.719,67,84,17,73.8,95.5,0.354,2.8667,1,symbtr_048_suzinak_zirgule_sarki.mid,suzinak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_049_ferahfeza_beste.mid,342.12,751,2.195,61,84,23,72.8,96.0,0.446,3.1441,1,symbtr_049_ferahfeza_beste.mid,ferahfeza,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_050_bendihisar_kupe.mid,47.85,79,1.651,61,83,22,73.4,96.0,0.588,3.1695,1,symbtr_050_bendihisar_kupe.mid,bendihisar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_051_nihavendirumi_kupe.mid,65.76,125,1.901,62,82,20,72.2,96.0,0.514,2.9344,1,symbtr_051_nihavendirumi_kupe.mid,nihavendirumi,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_052_muhayyer_turku.mid,198.76,754,3.794,69,83,14,74.3,96.0,0.254,2.6427,1,symbtr_052_muhayyer_turku.mid,muhayyer,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_053_muhayyersunbule_sarki.mid,185.44,335,1.807,67,86,19,77.4,96.0,0.541,2.9446,1,symbtr_053_muhayyersunbule_sarki.mid,muhayyersunbule,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_054_sevkefza_sarki.mid,208.57,375,1.798,64,84,20,73.1,96.0,0.532,3.0668,1,symbtr_054_sevkefza_sarki.mid,sevkefza,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_055_acem_ilahi.mid,91.36,258,2.824,67,81,14,74.3,96.0,0.344,2.6473,1,symbtr_055_acem_ilahi.mid,acem,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_056_ruyidilara_sazsemaisi.mid,179.48,414,2.307,62,86,24,75.6,96.0,0.412,2.9456,1,symbtr_056_ruyidilara_sazsemaisi.mid,ruyidilara,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_057_hicaz_sarki.mid,152.68,374,2.45,69,81,12,74.8,96.2,0.389,2.7006,1,symbtr_057_hicaz_sarki.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_058_muhayyer_sazsemaisi.mid,227.63,812,3.567,67,86,19,76.4,96.0,0.26,3.0004,1,symbtr_058_muhayyer_sazsemaisi.mid,muhayyer,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_059_huseyni_sarki.mid,254.89,592,2.323,69,83,14,73.9,96.0,0.414,2.712,1,symbtr_059_huseyni_sarki.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_060_segah_turku.mid,182.83,456,2.494,71,81,10,76.0,96.0,0.385,2.8489,1,symbtr_060_segah_turku.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_061_mahur_sarki.mid,260.39,482,1.851,66,84,18,75.8,96.0,0.521,3.0799,1,symbtr_061_mahur_sarki.mid,mahur,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_062_nihavent_sarki.mid,289.9,495,1.707,62,86,24,74.9,96.0,0.535,3.0585,1,symbtr_062_nihavent_sarki.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_063_arazbar_seyir.mid,63.9,112,1.753,67,84,17,76.5,96.0,0.543,3.2671,1,symbtr_063_arazbar_seyir.mid,arazbar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_064_gerdaniye_turku.mid,190.51,416,2.184,67,81,14,73.1,96.0,0.439,2.7075,1,symbtr_064_gerdaniye_turku.mid,gerdaniye,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_065_mahur_tavsanca.mid,172.64,405,2.346,66,84,18,75.4,96.0,0.397,2.9576,1,symbtr_065_mahur_tavsanca.mid,mahur,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_066_nihavent_sarki.mid,163.09,366,2.244,66,86,20,75.0,95.4,0.426,2.9808,1,symbtr_066_nihavent_sarki.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_067_peykinesat_pesrev.mid,146.02,296,2.027,62,84,22,72.1,96.0,0.469,2.9105,1,symbtr_067_peykinesat_pesrev.mid,peykinesat,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_068_kurdilihicazkar_sarki.mid,161.79,396,2.448,64,86,22,75.0,96.0,0.393,3.0409,1,symbtr_068_kurdilihicazkar_sarki.mid,kurdilihicazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_069_nihavent_sarki.mid,142.4,268,1.882,66,82,16,73.3,96.0,0.518,2.8742,1,symbtr_069_nihavent_sarki.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_070_hicaz_mandra.mid,68.03,366,5.38,67,83,16,72.9,96.0,0.165,2.839,1,symbtr_070_hicaz_mandra.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_071_nihavendikebir_seyir.mid,63.9,79,1.236,66,81,15,72.6,96.0,0.77,3.2301,1,symbtr_071_nihavendikebir_seyir.mid,nihavendikebir,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_072_huseyni_agirsemai.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_072_huseyni_agirsemai.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_073_acemasiran_sarki.mid,310.15,607,1.957,64,82,18,73.1,91.6,0.487,3.0041,1,symbtr_073_acemasiran_sarki.mid,acemasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_074_rast_sarki.mid,188.18,472,2.508,62,79,17,71.3,96.0,0.381,2.656,1,symbtr_074_rast_sarki.mid,rast,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_075_nihavent_longa.mid,89.96,448,4.98,62,84,22,74.1,97.0,0.191,2.9666,1,symbtr_075_nihavent_longa.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_076_revnaknuma_kupe.mid,59.87,88,1.47,66,79,13,72.5,96.0,0.649,2.9182,1,symbtr_076_revnaknuma_kupe.mid,revnaknuma,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_077_sabaasiran_seyir.mid,79.9,109,1.364,62,80,18,70.9,96.0,0.697,3.164,1,symbtr_077_sabaasiran_seyir.mid,sabaasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_078_kucek_kupe.mid,67.26,88,1.308,67,80,13,73.4,96.0,0.731,3.0992,1,symbtr_078_kucek_kupe.mid,kucek,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_079_huseyni_turku.mid,73.24,123,1.679,69,78,9,73.3,96.0,0.569,2.4049,1,symbtr_079_huseyni_turku.mid,huseyni,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_080_hicazkar_sarki.mid,260.39,516,1.982,63,84,21,74.2,96.0,0.475,3.135,1,symbtr_080_hicazkar_sarki.mid,hicazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_081_buselik_aranagme.mid,35.77,78,2.18,68,81,13,74.5,96.0,0.436,2.7865,1,symbtr_081_buselik_aranagme.mid,buselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_082_tarzinevin_seyir.mid,63.8,81,1.27,65,84,19,74.0,96.0,0.751,3.0325,1,symbtr_082_tarzinevin_seyir.mid,tarzinevin,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_083_acemasiran_aranagme.mid,42.53,74,1.74,69,82,13,76.0,96.0,0.539,2.641,1,symbtr_083_acemasiran_aranagme.mid,acemasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_084_hicazasiran_beste.mid,322.18,629,1.952,62,83,21,71.6,96.0,0.497,3.1843,1,symbtr_084_hicazasiran_beste.mid,hicazasiran,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_085_kurdilihicazkar_kupe.mid,65.8,119,1.808,67,86,19,76.2,96.0,0.54,3.103,1,symbtr_085_kurdilihicazkar_kupe.mid,kurdilihicazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_086_nihavent_sazeseri.mid,87.95,517,5.878,62,91,29,75.9,90.0,0.162,2.9721,1,symbtr_086_nihavent_sazeseri.mid,nihavent,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_087_dugah_maye_kupe.mid,67.26,86,1.279,66,77,11,71.4,96.0,0.746,2.6005,1,symbtr_087_dugah_maye_kupe.mid,dugah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_088_hicazkar_kocekce.mid,114.17,329,2.882,67,84,17,75.0,96.0,0.335,3.2662,1,symbtr_088_hicazkar_kocekce.mid,hicazkar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_089_serefnuma_sazsemaisi.mid,230.06,576,2.504,61,86,25,69.5,96.0,0.38,3.0517,1,symbtr_089_serefnuma_sazsemaisi.mid,serefnuma,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_090_vecdidil_pesrev.mid,349.12,800,2.292,60,86,26,72.6,95.7,0.415,3.327,1,symbtr_090_vecdidil_pesrev.mid,vecdidil,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_091_beyati_turku.mid,161.81,397,2.453,62,76,14,72.3,96.0,0.388,2.2143,1,symbtr_091_beyati_turku.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_092_hicaz_zemzeme_sarki.mid,106.45,201,1.888,62,79,17,70.3,96.0,0.509,2.9906,1,symbtr_092_hicaz_zemzeme_sarki.mid,hicaz,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_093_mustear_kupe.mid,68.52,127,1.854,67,79,12,73.6,96.0,0.526,2.791,1,symbtr_093_mustear_kupe.mid,mustear,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_094_huzzam_agirsemai.mid,200.22,422,2.108,70,84,14,75.8,96.0,0.462,2.9242,1,symbtr_094_huzzam_agirsemai.mid,huzzam,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_095_karcigar_seyir.mid,47.92,75,1.565,69,81,12,74.4,96.0,0.608,2.9045,1,symbtr_095_karcigar_seyir.mid,karcigar,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_096_selmek_sazsemaisi.mid,142.33,311,2.185,66,82,16,72.7,96.0,0.435,2.8364,1,symbtr_096_selmek_sazsemaisi.mid,selmek,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_097_rast_kar_i_nev.mid,220.12,393,1.785,62,81,19,70.3,97.3,0.505,2.9079,1,symbtr_097_rast_kar_i_nev.mid,rast,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_098_zavil_turku.mid,107.98,298,2.76,62,81,19,73.4,96.0,0.313,3.1081,1,symbtr_098_zavil_turku.mid,zavil,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_099_buselik_sarki.mid,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0,0,symbtr_099_buselik_sarki.mid,buselik,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_100_segah_sarki.mid,158.28,340,2.148,67,81,14,73.6,96.0,0.451,2.9886,1,symbtr_100_segah_sarki.mid,segah,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_101_beyati_turku.mid,139.9,306,2.187,69,81,12,73.2,96.0,0.444,2.6497,1,symbtr_101_beyati_turku.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_102_goncairana_kupe.mid,39.91,72,1.804,69,81,12,74.6,96.0,0.537,2.5528,1,symbtr_102_goncairana_kupe.mid,goncairana,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_103_reyya_sarki.mid,192.29,381,1.981,61,80,19,70.0,96.0,0.483,3.068,1,symbtr_103_reyya_sarki.mid,reyya,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_104_beyati_arabanbuselik_kupe.mid,71.85,103,1.434,68,84,16,76.5,96.0,0.679,3.0267,1,symbtr_104_beyati_arabanbuselik_kupe.mid,beyati,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_105_ussak_yuruksemai.mid,340.89,625,1.833,66,81,15,73.6,96.0,0.498,2.9561,1,symbtr_105_ussak_yuruksemai.mid,ussak,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_106_maveraunnehr_kupe.mid,65.76,123,1.87,66,79,13,72.0,96.0,0.522,3.1011,1,symbtr_106_maveraunnehr_kupe.mid,maveraunnehr,turkish_makam
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/turkish_makam/midi/symbtr_107_mahur_mars.mid,222.96,769,3.449,66,84,18,75.2,95.0,0.262,2.9888,1,symbtr_107_mahur_mars.mid,mahur,turkish_makam
