path,duration_s,note_count,note_density,pitch_min,pitch_max,pitch_range,avg_pitch,avg_velocity,avg_note_dur_s,pc_entropy,n_instruments,filename,tradition
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2004_MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,443.05,5596,12.631,31,100,69,65.6,58.6,0.127,3.2785,1,2004_MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2004_MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,141.85,1982,13.973,28,103,75,69.4,56.5,0.08,3.0911,1,2004_MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2004_MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_03_Track03_wav.midi,685.84,9263,13.506,30,98,68,65.0,66.6,0.105,3.3882,1,2004_MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_03_Track03_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2004_MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.78,6316,7.237,22,103,81,60.6,63.0,0.291,3.5069,1,2004_MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2004_MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.midi,781.75,6007,7.684,29,89,60,63.0,60.6,0.269,3.3649,1,2004_MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,660.77,6132,9.28,29,100,71,64.7,61.4,0.211,3.4111,1,2006_MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_01_Track01_wav.midi,839.55,8130,9.684,21,106,85,61.2,68.4,0.203,3.2849,1,2006_MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,648.68,7045,10.861,29,100,71,65.7,63.0,0.161,3.3296,1,2006_MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_02_Track02_wav.midi,1006.65,12609,12.526,21,104,83,64.5,69.3,0.137,3.5521,1,2006_MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_02_Track02_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.midi,1405.98,9177,6.527,26,90,64,62.4,63.8,0.317,3.4043,1,2006_MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_04_Track04_wav.midi,504.26,5845,11.591,29,99,70,61.8,57.4,0.207,3.4024,1,2006_MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_08_Track08_wav.midi,115.45,2423,20.988,33,105,72,70.4,65.2,0.061,3.4918,1,2006_MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_08_Track08_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_01_Track01_wav.midi,1624.96,20138,12.393,24,99,75,62.1,68.5,0.141,3.4117,1,2006_MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_02_Track02_wav.midi,592.0,2282,3.855,28,88,60,57.1,49.8,0.637,3.3861,1,2006_MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_02_Track02_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_05_Track05_wav.midi,2012.85,15841,7.87,24,106,82,62.9,65.8,0.198,3.538,1,2006_MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_05_Track05_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_01_Track01_wav.midi,291.31,1302,4.469,36,84,48,63.2,59.4,0.701,3.1124,1,2006_MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,552.51,5392,9.759,21,98,77,61.4,62.2,0.212,3.503,1,2006_MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,309.29,3845,12.432,29,100,71,66.1,72.3,0.115,3.286,1,2006_MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2006_MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_01_Track01_wav.midi,658.89,5325,8.082,28,96,68,61.1,63.8,0.217,3.3723,1,2006_MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_01_Track01_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.midi,343.84,2326,6.765,38,84,46,63.6,65.0,0.377,3.1706,1,2008_MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,764.72,4206,5.5,27,102,75,65.2,70.3,0.534,3.5772,1,2008_MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi,230.58,4243,18.402,29,101,72,71.9,61.4,0.073,3.5309,1,2008_MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,223.89,2809,12.546,22,103,81,64.1,60.1,0.124,3.5184,1,2008_MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi,365.18,2607,7.139,29,79,50,57.2,50.8,0.417,3.2083,1,2008_MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--4.midi,262.55,4738,18.046,26,103,77,64.8,66.4,0.062,3.3508,1,2008_MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--4.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--2.midi,751.12,11946,15.904,21,105,84,70.5,71.8,0.105,3.5149,1,2008_MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.midi,336.69,1901,5.646,36,84,48,61.9,57.2,0.475,3.3292,1,2008_MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--4.midi,819.71,9502,11.592,23,101,78,67.9,59.9,0.156,3.4484,1,2008_MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--4.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--1.midi,618.48,7185,11.617,29,96,67,63.1,66.7,0.157,3.3061,1,2008_MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--1.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--2.midi,616.85,5963,9.667,24,101,77,63.4,60.6,0.204,3.4521,1,2008_MIDI-Unprocessed_12_R3_2008_01-04_ORIG_MID--AUDIO_12_R3_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--2.midi,267.48,3795,14.188,33,89,56,68.1,65.2,0.116,3.1682,1,2008_MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi,482.02,6536,13.56,29,93,64,61.8,64.2,0.156,3.4503,1,2008_MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--3.midi,411.5,4055,9.854,26,100,74,62.1,65.0,0.236,3.4191,1,2008_MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--3.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2008_MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--3.midi,206.44,2168,10.502,27,101,74,63.8,58.5,0.188,3.227,1,2008_MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--3.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,136.61,2196,16.075,33,88,55,63.4,66.1,0.101,3.1569,1,2009_MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_04_R1_2009_01-03_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_02_WAV.midi,735.75,6939,9.431,30,101,71,66.6,69.2,0.18,3.1018,1,2009_MIDI-Unprocessed_04_R1_2009_01-03_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_02_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_05_R1_2009_03-05_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_03_WAV.midi,1893.88,13584,7.173,24,98,74,60.5,62.1,0.312,3.3488,1,2009_MIDI-Unprocessed_05_R1_2009_03-05_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_03_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,131.83,994,7.54,36,84,48,62.7,56.0,0.161,3.4481,1,2009_MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,473.94,2777,5.859,29,92,63,58.5,53.7,0.404,3.5244,1,2009_MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,520.63,7295,14.012,29,101,72,61.4,66.7,0.099,3.5265,1,2009_MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,706.2,7910,11.201,21,105,84,64.5,70.5,0.225,3.5708,1,2009_MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,463.74,4172,8.996,28,96,68,61.1,63.4,0.233,3.3981,1,2009_MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,857.28,6309,7.359,26,84,58,64.2,67.3,0.318,3.1617,1,2009_MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_03_WAV.midi,886.72,6737,7.598,29,93,64,66.6,62.9,0.268,3.2688,1,2009_MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_03_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,498.29,4878,9.79,26,97,71,60.1,58.2,0.203,3.4284,1,2009_MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,143.48,1469,10.239,31,83,52,67.1,63.9,0.08,3.1971,1,2009_MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,488.36,2830,5.795,29,92,63,58.5,55.3,0.391,3.5229,1,2009_MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_21_R1_2009_01-03_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_03_WAV.midi,794.6,9909,12.47,24,101,77,67.7,70.2,0.168,3.4421,1,2009_MIDI-Unprocessed_21_R1_2009_01-03_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_03_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2009_MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,908.68,7899,8.693,29,101,72,62.8,56.3,0.302,3.4724,1,2009_MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.midi,184.45,2012,10.908,34,89,55,67.4,66.2,0.137,3.1509,1,2011_MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_06_Track06_wav.midi,458.25,5849,12.764,29,103,74,68.7,60.3,0.124,3.3744,1,2011_MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_06_Track06_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,539.87,5031,9.319,26,101,75,65.2,65.3,0.158,3.4513,1,2011_MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_04_Track04_wav.midi,664.19,7518,11.319,26,101,75,61.2,62.4,0.161,3.3206,1,2011_MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_09_Track09_wav.midi,192.89,1353,7.014,39,84,45,61.1,62.7,0.396,3.3462,1,2011_MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_09_Track09_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,219.23,4395,20.047,29,102,73,72.1,62.2,0.072,3.5338,1,2011_MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi,138.39,2792,20.175,24,100,76,60.7,66.9,0.091,3.1985,1,2011_MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,320.72,2587,8.066,28,79,51,57.2,48.8,0.398,3.2136,1,2011_MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,western_classical
/Users/mohammadashraf/Desktop/Thesis-Best/data/processed/western_classical/midi/2011_MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,696.22,6377,9.16,29,101,72,64.5,58.2,0.239,3.3543,1,2011_MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,western_classical
