tradition,label,file,modal_tok,seq_len_ec,n_micro,n_ornament
western_classical,Western Classical,2009_MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,Modal_WC_unknown,26312,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,Modal_WC_unknown,27986,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,Modal_WC_unknown,14959,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_12_R1_2009_01-02_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_01_WAV.midi,Modal_WC_unknown,23900,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_03_WAV.midi,Modal_WC_unknown,24981,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,Modal_WC_unknown,17711,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,Modal_WC_unknown,5639,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,Modal_WC_unknown,10129,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_21_R1_2009_01-03_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_03_WAV.midi,Modal_WC_unknown,35694,0,0
western_classical,Western Classical,2009_MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,Modal_WC_unknown,28812,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_09_Track09_wav.midi,Modal_WC_unknown,7625,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_06_Track06_wav.midi,Modal_WC_unknown,21532,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,Modal_WC_unknown,18293,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_04_Track04_wav.midi,Modal_WC_unknown,26946,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_09_Track09_wav.midi,Modal_WC_unknown,5043,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,Modal_WC_unknown,15628,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi,Modal_WC_unknown,10057,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,Modal_WC_unknown,10135,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,Modal_WC_unknown,23371,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.midi,Modal_WC_unknown,24156,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_05_Track05_wav.midi,Modal_WC_unknown,7323,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,Modal_WC_unknown,10618,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.midi,Modal_WC_unknown,7580,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_04_Track04_wav.midi,Modal_WC_unknown,12007,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi,Modal_WC_unknown,13987,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_08_Track08_wav.midi,Modal_WC_unknown,24019,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi,Modal_WC_unknown,8151,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_04_Track04_wav.midi,Modal_WC_unknown,23657,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi,Modal_WC_unknown,5096,0,0
western_classical,Western Classical,2011_MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,Modal_WC_unknown,11211,0,0
western_classical,Western Classical,2013_ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--2.midi,Modal_WC_unknown,27295,0,0
western_classical,Western Classical,2013_ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,Modal_WC_unknown,8669,0,0
western_classical,Western Classical,2013_ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--3.midi,Modal_WC_unknown,8172,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,Modal_WC_unknown,9090,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.midi,Modal_WC_unknown,12906,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--3.midi,Modal_WC_unknown,5004,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--2.midi,Modal_WC_unknown,12305,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi,Modal_WC_unknown,4467,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--3.midi,Modal_WC_unknown,7785,0,0
western_classical,Western Classical,2013_ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi,Modal_WC_unknown,13819,0,0
western_classical,Western Classical,2013_ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--2.midi,Modal_WC_unknown,27225,0,0
western_classical,Western Classical,2013_ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.midi,Modal_WC_unknown,7835,0,0
western_classical,Western Classical,2013_ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi,Modal_WC_unknown,10302,0,0
western_classical,Western Classical,2013_ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--3.midi,Modal_WC_unknown,42702,0,0
western_classical,Western Classical,2013_ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,Modal_WC_unknown,18986,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,Modal_WC_unknown,68983,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.midi,Modal_WC_unknown,66818,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,Modal_WC_unknown,67720,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,Modal_WC_unknown,67119,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,Modal_WC_unknown,17250,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--2.midi,Modal_WC_unknown,44569,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,Modal_WC_unknown,3242,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--5.midi,Modal_WC_unknown,26519,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,Modal_WC_unknown,5757,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.midi,Modal_WC_unknown,23818,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,Modal_WC_unknown,22306,0,0
western_classical,Western Classical,2014_MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi,Modal_WC_unknown,36404,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,Modal_WC_unknown,17227,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--5.midi,Modal_WC_unknown,3760,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.midi,Modal_WC_unknown,15031,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--3.midi,Modal_WC_unknown,13013,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--5.midi,Modal_WC_unknown,21837,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--4.midi,Modal_WC_unknown,22119,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,Modal_WC_unknown,7081,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.midi,Modal_WC_unknown,14566,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--2.midi,Modal_WC_unknown,12987,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi,Modal_WC_unknown,18127,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi,Modal_WC_unknown,15650,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.midi,Modal_WC_unknown,10080,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--2.midi,Modal_WC_unknown,26507,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--3.midi,Modal_WC_unknown,21975,0,0
western_classical,Western Classical,2015_MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--4.midi,Modal_WC_unknown,35152,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,Modal_WC_unknown,8427,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--3.midi,Modal_WC_unknown,8103,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--4.midi,Modal_WC_unknown,15370,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,Modal_WC_unknown,4422,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--3.midi,Modal_WC_unknown,12014,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--2.midi,Modal_WC_unknown,12290,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--3.midi,Modal_WC_unknown,15212,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,Modal_WC_unknown,8420,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--4.midi,Modal_WC_unknown,14568,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,Modal_WC_unknown,12194,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--4.midi,Modal_WC_unknown,15076,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--3.midi,Modal_WC_unknown,27205,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--1.midi,Modal_WC_unknown,26295,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--3.midi,Modal_WC_unknown,34207,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi,Modal_WC_unknown,27223,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--3.midi,Modal_WC_unknown,25161,0,0
western_classical,Western Classical,2017_MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--1.midi,Modal_WC_unknown,26367,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Chamber3_MID--AUDIO_10_R3_2018_wav--1.midi,Modal_WC_unknown,15401,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi,Modal_WC_unknown,11339,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--2.midi,Modal_WC_unknown,15566,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,Modal_WC_unknown,22050,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital13-15_MID--AUDIO_13_R1_2018_wav--3.midi,Modal_WC_unknown,49128,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--3.midi,Modal_WC_unknown,48329,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--1.midi,Modal_WC_unknown,52767,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--4.midi,Modal_WC_unknown,57850,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--6.midi,Modal_WC_unknown,11360,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,Modal_WC_unknown,34537,0,0
western_classical,Western Classical,2018_MIDI-Unprocessed_Schubert4-6_MID--AUDIO_10_R2_2018_wav.midi,Modal_WC_unknown,78373,0,0
hindustani,Hindustani,hindustani_000_Gawti.mid,Modal_Raga_H_Gawti,41188,8395,0
hindustani,Hindustani,hindustani_001_Abhogi.mid,Modal_Raga_H_Abhogi,59632,12376,0
hindustani,Hindustani,hindustani_002_Mishra_piloo.mid,Modal_Raga_H_Mishra_piloo,16787,3359,0
hindustani,Hindustani,hindustani_003_Bairagi.mid,Modal_Raga_H_Bairagi,22221,4479,0
hindustani,Hindustani,hindustani_004_Nat_bhairav.mid,Modal_Raga_H_Nat_bhairav,16810,3401,0
hindustani,Hindustani,hindustani_005_Des.mid,Modal_Raga_H_Des,10693,2172,0
hindustani,Hindustani,hindustani_006_Bhatiyar.mid,Modal_Raga_H_Bhatiyar,79533,16529,0
hindustani,Hindustani,hindustani_007_Khat.mid,Modal_Raga_H_Khat,30885,6204,0
hindustani,Hindustani,hindustani_008_Marwa.mid,Modal_Raga_H_Marwa,5201,1015,0
hindustani,Hindustani,hindustani_009_Bhoop.mid,Modal_Raga_H_Bhoop,84398,17214,0
hindustani,Hindustani,hindustani_010_Kedar.mid,Modal_Raga_H_Kedar,56984,11481,0
hindustani,Hindustani,hindustani_011_Bhairav.mid,Modal_Raga_H_Bhairav,31904,6365,0
hindustani,Hindustani,hindustani_012_Todi.mid,Modal_Raga_H_Todi,14060,2853,0
hindustani,Hindustani,hindustani_013_Basanti_kedar.mid,Modal_Raga_H_Basanti_kedar,20242,4088,0
hindustani,Hindustani,hindustani_014_Shuddh_sarang.mid,Modal_Raga_H_Shuddh_sarang,20224,4096,0
hindustani,Hindustani,hindustani_015_Kalyan.mid,Modal_Raga_H_Kalyan,57745,11787,0
hindustani,Hindustani,hindustani_016_Saraswati.mid,Modal_Raga_H_Saraswati,24072,4958,0
hindustani,Hindustani,hindustani_017_Kirwani.mid,Modal_Raga_H_Kirwani,14004,2802,0
hindustani,Hindustani,hindustani_018_Ramdasi_malhar.mid,Modal_Raga_H_Ramdasi_malhar,15093,3045,0
hindustani,Hindustani,hindustani_019_Megh.mid,Modal_Raga_H_Megh,44646,9099,0
hindustani,Hindustani,hindustani_020_Chandrakauns.mid,Modal_Raga_H_Chandrakauns,5969,1203,0
hindustani,Hindustani,hindustani_021_Khokar.mid,Modal_Raga_H_Khokar,18159,3668,0
